kulczynski,confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.096715,0.145191,18,124,373,"Nominated_for(X0,X1,T3)<-Award_received(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Award_received(X0,X1,T2)",Nominated_for
0.140925,0.131726,56,425,373,"Nominated_for(X0,X3,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X2,T1)&Nominated_for(X2,X3,T2)",Nominated_for
0.086993,0.130992,16,122,373,"Nominated_for(X0,X1,T3)<-Award_received(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Nominated_for(X0,X1,T2)",Nominated_for
0.127624,0.176671,24,136,305,"Nominated_for(X0,X1,T3)<-Nominated_for(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Nominated_for(X0,X1,T2)",Nominated_for
0.090841,0.143093,10,70,258,"Nominated_for(X0,X1,T3)<-Nominated_for(X0,X1,T0)&inv_Award_received(X1,X2,T1)&Nominated_for(X2,X1,T2)",Nominated_for
0.172564,0.100946,63,624,258,"Nominated_for(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Nominated_for(X0,X2,T2)",Nominated_for
0.090426,0.152110,9,59,317,"Nominated_for(X0,X1,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X2,T1)&Award_received(X2,X1,T2)",Nominated_for
0.066681,0.125301,3,24,360,"Nominated_for(X0,X2,T3)<-inv_Winner(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Nominated_for(X0,X2,T2)",Nominated_for
0.101727,0.107171,31,289,322,"Nominated_for(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Nominated_for(X0,X2,T2)",Nominated_for
0.117225,0.103664,48,463,367,"Nominated_for(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Award_received(X0,X2,T2)",Nominated_for
0.148957,0.126921,66,520,386,"Nominated_for(X0,X3,T3)<-Nominated_for(X0,X1,T0)&inv_Award_received(X1,X2,T1)&Award_received(X2,X3,T2)",Nominated_for
0.128116,0.124102,51,411,386,"Nominated_for(X0,X1,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Nominated_for(X0,X1,T2)",Nominated_for
0.088496,0.119626,20,167,349,"Nominated_for(X0,X1,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X2,T1)&Nominated_for(X2,X1,T2)",Nominated_for
0.083163,0.103289,22,213,349,"Nominated_for(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Nominated_for(X0,X2,T2)",Nominated_for
0.231666,0.107110,140,1307,393,"Nominated_for(X0,X3,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X2,T1)&Nominated_for(X2,X3,T2)",Nominated_for
0.100165,0.156596,18,115,411,"Nominated_for(X0,X1,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Nominated_for(X0,X1,T2)",Nominated_for
0.661111,0.802464,1052,1311,2024,"Instance_of(X0,X1,T1)<-Instance_of(X0,X1,T0)",Instance_of
0.239059,0.472561,9,19,2024,"Instance_of(X0,X1,T3)<-Heritage_designation(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Heritage_designation(X0,X1,T2)",Instance_of
0.329766,0.340359,646,1898,2024,"Instance_of(X0,X1,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&Instance_of(X2,X1,T2)",Instance_of
0.216573,0.291841,286,980,2024,"Instance_of(X0,X3,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Instance_of(X2,X3,T2)",Instance_of
0.119163,0.222824,31,139,2024,"Instance_of(X0,X3,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Instance_of(X2,X3,T2)",Instance_of
0.09451,0.188406,3,16,1980,"Instance_of(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Instance_of(X0,X2,T2)",Instance_of
0.217794,0.390659,93,238,2074,"Instance_of(X0,X2,T3)<-inv_Country(X0,X1,T0)&Country(X1,X0,T1)&Instance_of(X0,X2,T2)",Instance_of
0.163705,0.323364,10,31,2074,"Instance_of(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Instance_of(X0,X2,T2)",Instance_of
0.334337,0.663462,4,6,1991,"Instance_of(X0,X1,T3)<-Instance_of(X0,X1,T0)&inv_Heritage_designation(X1,X0,T1)&Instance_of(X0,X1,T2)",Instance_of
0.111618,0.225806,2,9,1999,"Instance_of(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Instance_of(X0,X2,T2)",Instance_of
0.238497,0.415279,130,313,2108,"Instance_of(X0,X2,T3)<-inv_Country_of_citizenship(X0,X1,T0)&Country_of_citizenship(X1,X0,T1)&Instance_of(X0,X2,T2)",Instance_of
0.179268,0.200772,3,15,19,"Winner(X0,X1,T3)<-Winner(X0,X1,T0)&Residence(X1,X2,T1)&inv_Residence(X2,X1,T2)",Winner
0.182185,0.188406,3,16,17,"Winner(X0,X1,T3)<-Winner(X0,X1,T0)&Member_of_sports_team(X1,X2,T1)&inv_Member_of_sports_team(X2,X1,T2)",Winner
0.54656,0.799835,56,70,191,"Educated_at(X0,X1,T1)<-Educated_at(X0,X1,T0)",Educated_at
0.324248,0.538576,21,39,191,"Educated_at(X0,X2,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at
0.290702,0.523416,11,21,191,"Educated_at(X0,X2,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at
0.433723,0.511537,68,133,191,"Educated_at(X0,X1,T3)<-Educated_at(X0,X1,T0)&inv_Employer(X1,X2,T1)&Employer(X2,X1,T2)",Educated_at
0.316082,0.490526,27,55,191,"Educated_at(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at
0.169243,0.326923,1,3,191,"Educated_at(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at
0.173657,0.317073,6,19,191,"Educated_at(X0,X2,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at
0.074005,0.140496,1,7,191,"Educated_at(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at
0.568666,0.543075,227,418,382,"Educated_at(X0,X1,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Educated_at(X0,X1,T2)",Educated_at
0.091121,0.108883,11,101,150,"Educated_at(X0,X3,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X2,T1)&Educated_at(X2,X3,T2)",Educated_at
0.727468,0.540289,986,1825,1078,"Member_of_sports_team(X0,X1,T1)<-Member_of_sports_team(X0,X1,T0)",Member_of_sports_team
0.179168,0.272977,92,337,1078,"Member_of_sports_team(X0,X2,T3)<-Member_of_sports_team(X0,X1,T0)&inv_Member_of_sports_team(X1,X0,T1)&Member_of_sports_team(X0,X2,T2)",Member_of_sports_team
0.126482,0.162820,98,602,1087,"Member_of_sports_team(X0,X1,T3)<-Member_of_sports_team(X0,X1,T0)&inv_Member_of_sports_team(X1,X2,T1)&Member_of_sports_team(X2,X1,T2)",Member_of_sports_team
0.208751,0.407895,9,22,1067,"Member_of_sports_team(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Member_of_sports_team(X0,X2,T2)",Member_of_sports_team
0.140915,0.224145,63,281,1093,"Member_of_sports_team(X0,X1,T3)<-Member_of_sports_team(X0,X1,T0)&inv_Member_of_sports_team(X1,X0,T1)&Member_of_sports_team(X0,X1,T2)",Member_of_sports_team
0.20095,0.406977,2,5,1067,"Member_of_sports_team(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Member_of_sports_team(X0,X2,T2)",Member_of_sports_team
0.552486,0.792801,241,304,772,"Country_of_citizenship(X0,X1,T1)<-Country_of_citizenship(X0,X1,T0)",Country_of_citizenship
0.300247,0.553874,36,65,772,"Country_of_citizenship(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.322728,0.414845,178,429,772,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Country_of_citizenship(X0,X1,T2)",Country_of_citizenship
0.203553,0.392562,11,28,772,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Country_of_citizenship
0.244227,0.365397,95,260,772,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Country_of_citizenship
0.199065,0.333462,50,150,772,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",Country_of_citizenship
0.261874,0.326818,152,465,772,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country_of_citizenship
0.155812,0.299228,9,30,772,"Country_of_citizenship(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.280654,0.518227,42,81,981,"Country_of_citizenship(X0,X2,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.357932,0.365190,344,942,981,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Country_of_citizenship
0.120518,0.223915,17,76,981,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X1,T2)",Country_of_citizenship
0.305375,0.581427,25,43,852,"Country_of_citizenship(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.251254,0.507246,2,4,808,"Country_of_citizenship(X0,X2,T3)<-Award_received(X0,X1,T0)&Winner(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.167276,0.326923,1,3,808,"Country_of_citizenship(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.195486,0.355627,32,90,904,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&Member_of(X1,X2,T1)&inv_Member_of(X2,X1,T2)",Country_of_citizenship
0.243785,0.434736,70,161,1326,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Residence(X1,X2,T1)&Residence(X2,X1,T2)",Country_of_citizenship
0.404392,0.372890,578,1550,1326,"Country_of_citizenship(X0,X3,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X3,T2)",Country_of_citizenship
0.200429,0.371555,39,105,1326,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&Instance_of(X1,X2,T1)&inv_Instance_of(X2,X1,T2)",Country_of_citizenship
0.11975,0.234694,4,17,950,"Country_of_citizenship(X0,X2,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.257576,0.498795,12,24,791,"Country_of_citizenship(X0,X2,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship
0.557705,0.786525,317,403,964,"Title_of_chess_person(X0,X1,T1)<-Title_of_chess_person(X0,X1,T0)",Title_of_chess_person
0.500785,0.330436,647,1958,964,"Title_of_chess_person(X0,X1,T3)<-Title_of_chess_person(X0,X1,T0)&inv_Title_of_chess_person(X1,X2,T1)&Title_of_chess_person(X2,X1,T2)",Title_of_chess_person
0.547227,0.777668,273,351,862,"Member_of_political_party(X0,X1,T1)<-Member_of_political_party(X0,X1,T0)",Member_of_political_party
0.280678,0.525025,31,59,862,"Member_of_political_party(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.280156,0.500000,52,104,862,"Member_of_political_party(X0,X2,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.226856,0.443730,8,18,862,"Member_of_political_party(X0,X3,T3)<-Educated_at(X0,X1,T0)&inv_Employer(X1,X2,T1)&Member_of_political_party(X2,X3,T2)",Member_of_political_party
0.231945,0.441454,19,43,862,"Member_of_political_party(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.410078,0.350328,405,1156,862,"Member_of_political_party(X0,X1,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X2,T1)&Member_of_political_party(X2,X1,T2)",Member_of_political_party
0.20484,0.339016,61,180,862,"Member_of_political_party(X0,X3,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X2,T1)&Member_of_political_party(X2,X3,T2)",Member_of_political_party
0.126175,0.253623,2,8,862,"Member_of_political_party(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.065521,0.118306,11,93,862,"Member_of_political_party(X0,X3,T3)<-Employer(X0,X1,T0)&inv_Educated_at(X1,X2,T1)&Member_of_political_party(X2,X3,T2)",Member_of_political_party
0.236618,0.438579,25,57,722,"Member_of_political_party(X0,X2,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.25565,0.500000,8,16,707,"Member_of_political_party(X0,X3,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Member_of_political_party(X2,X3,T2)",Member_of_political_party
0.353222,0.381605,166,435,511,"Member_of_political_party(X0,X1,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X0,T1)&Member_of_political_party(X0,X1,T2)",Member_of_political_party
0.126983,0.253623,2,8,511,"Member_of_political_party(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.302222,0.570248,20,35,605,"Member_of_political_party(X0,X2,T3)<-Academic_degree(X0,X1,T0)&inv_Academic_degree(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.129602,0.249275,5,20,541,"Member_of_political_party(X0,X3,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X2,T1)&Member_of_political_party(X2,X3,T2)",Member_of_political_party
0.330436,0.624849,30,48,836,"Member_of_political_party(X0,X2,T3)<-inv_Head_of_government(X0,X1,T0)&Head_of_government(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.167267,0.326923,1,3,820,"Member_of_political_party(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party
0.503848,0.799069,338,423,1620,"Contains_administrative_territorial_entity(X0,X1,T1)<-Contains_administrative_territorial_entity(X0,X1,T0)",Contains_administrative_territorial_entity
0.264568,0.521411,12,23,1620,"Contains_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.260936,0.421830,162,384,1620,"Contains_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Contains_administrative_territorial_entity
0.202928,0.395693,17,43,1620,"Contains_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.248004,0.384266,181,471,1620,"Contains_administrative_territorial_entity(X0,X3,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X3,T2)",Contains_administrative_territorial_entity
0.189358,0.376812,6,16,1620,"Contains_administrative_territorial_entity(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.393064,0.366379,680,1856,1620,"Contains_administrative_territorial_entity(X0,X3,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X2,T1)&Contains_administrative_territorial_entity(X2,X3,T2)",Contains_administrative_territorial_entity
0.185959,0.354912,27,76,1620,"Contains_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X1,T2)",Contains_administrative_territorial_entity
0.202644,0.311425,152,488,1620,"Contains_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.142162,0.280093,7,25,1620,"Contains_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.223457,0.445161,4,9,1617,"Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",Contains_administrative_territorial_entity
0.22059,0.369469,116,314,1617,"Contains_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.201725,0.344055,96,279,1617,"Contains_administrative_territorial_entity(X0,X2,T3)<-inv_Country_of_citizenship(X0,X1,T0)&Country_of_citizenship(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.333958,0.673077,2,3,1623,"Contains_administrative_territorial_entity(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.213264,0.359900,108,300,1623,"Contains_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.323513,0.353069,453,1283,1541,"Contains_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.125319,0.246377,1,4,1541,"Contains_administrative_territorial_entity(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity
0.220556,0.368713,73,198,1008,"Contains_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X1,T2)",Contains_administrative_territorial_entity
0.170364,0.309786,31,100,1008,"Contains_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",Contains_administrative_territorial_entity
0.412502,0.752941,189,251,2624,"Spouse(X0,X1,T1)<-Spouse(X0,X1,T0)",Spouse
0.320839,0.585698,147,251,2624,"Spouse(X0,X1,T1)<-inv_Spouse(X0,X1,T0)",Spouse
0.262482,0.520833,13,25,2624,"Spouse(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse
0.244793,0.484112,15,31,2624,"Spouse(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse
0.292086,0.464543,314,676,2624,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse
0.289393,0.463350,303,654,2624,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",Spouse
0.28854,0.459730,308,670,2624,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",Spouse
0.303932,0.453514,405,893,2624,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",Spouse
0.284166,0.450962,308,683,2624,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",Spouse
0.22662,0.449102,13,29,2624,"Spouse(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&inv_Spouse(X0,X2,T2)",Spouse
0.278065,0.446033,289,648,2624,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse
0.275959,0.441399,290,657,2624,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse
0.21056,0.415254,17,41,2624,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&Position_held(X1,X2,T1)&inv_Position_held(X2,X1,T2)",Spouse
0.161019,0.317797,13,41,2624,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Position_held(X1,X2,T1)&inv_Position_held(X2,X1,T2)",Spouse
0.225552,0.348872,299,857,2925,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse
0.125187,0.246377,1,4,2632,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Award_received(X1,X2,T1)&inv_Nominated_for(X2,X1,T2)",Spouse
0.250696,0.500000,4,8,2868,"Spouse(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse
0.083507,0.163462,1,6,2837,"Spouse(X0,X2,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X0,T1)&inv_Spouse(X0,X2,T2)",Spouse
0.286481,0.570248,4,7,2606,"Spouse(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse
0.250578,0.500000,3,6,2606,"Spouse(X0,X2,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse
0.166855,0.326923,1,3,2606,"Spouse(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse
0.581466,0.801044,604,754,1669,"Country(X0,X1,T1)<-Country(X0,X1,T0)",Country
0.207234,0.407895,9,22,1669,"Country(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Country(X0,X2,T2)",Country
0.213227,0.407464,31,76,1669,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Country(X0,X1,T2)",Country
0.253883,0.404713,172,425,1669,"Country(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Country(X0,X2,T2)",Country
0.26723,0.387688,245,632,1669,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Country
0.300673,0.382063,366,958,1669,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Country
0.22264,0.371524,123,331,1669,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Country(X0,X1,T2)",Country
0.18587,0.356067,26,73,1669,"Country(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Country(X0,X2,T2)",Country
0.184706,0.344091,42,122,1669,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Country
0.155731,0.301639,16,53,1669,"Country(X0,X1,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X1,T2)",Country
0.084825,0.166023,5,30,1669,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Country
0.05585,0.109677,1,9,1669,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Country
0.230438,0.379745,150,395,1849,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X1,T2)",Country
0.295506,0.333577,476,1427,1849,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country
0.160985,0.318421,7,22,1849,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country(X1,X2,T1)&Capital_of(X2,X1,T2)",Country
