confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel,example
0.722348, 423, 586,6417,"Contains_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Bezirk_Leibnitz,Ratsch_An_Der_Weinstraße,T3)<-Contains_administrative_territorial_entity(Bezirk_Leibnitz,Ehrenhausen,T0)&inv_Contains_administrative_territorial_entity(Ehrenhausen,Bezirk_Leibnitz,T1)&inv_Located_in_the_administrative_territorial_entity(Bezirk_Leibnitz,Ratsch_An_Der_Weinstraße,T2)"
0.714286,   2,   3,6417,"Contains_administrative_territorial_entity(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Territory_Of_Belfort,Florimont,T3)<-Located_in_the_administrative_territorial_entity(Territory_Of_Belfort,Cŏmĭtā́Tus_Burgúndiæ,T0)&inv_Located_in_the_administrative_territorial_entity(Cŏmĭtā́Tus_Burgúndiæ,Territory_Of_Belfort,T1)&Contains_administrative_territorial_entity(Territory_Of_Belfort,Florimont,T2)"
0.705109, 426, 604,6417,"Contains_administrative_territorial_entity(X0,X3,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X3,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Nouveau-Rhone,Neuville-Sur-Saone,T3)<-Contains_administrative_territorial_entity(Nouveau-Rhone,Venissieux,T0)&Located_in_the_administrative_territorial_entity(Venissieux,Communauté_Urbaine_De_Lyon,T1)&inv_Located_in_the_administrative_territorial_entity(Communauté_Urbaine_De_Lyon,Neuville-Sur-Saone,T2)"
0.695122,  25,  36,6417,"Contains_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Nouveau-Rhone,Tarare,T3)<-inv_Located_in_the_administrative_territorial_entity(Nouveau-Rhone,Albigny-Sur-Saone,T0)&Located_in_the_administrative_territorial_entity(Albigny-Sur-Saone,Nouveau-Rhone,T1)&Contains_administrative_territorial_entity(Nouveau-Rhone,Tarare,T2)"
0.681818,  20,  29,6417,"Contains_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Head_of_government(X1,X2,T1)&inv_Head_of_government(X2,X1,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(History_Of_West_Germany,Free_City_Of_Bremen,T3)<-Contains_administrative_territorial_entity(History_Of_West_Germany,Free_City_Of_Bremen,T0)&Head_of_government(Free_City_Of_Bremen,Hans_Koschnick,T1)&inv_Head_of_government(Hans_Koschnick,Free_City_Of_Bremen,T2)"
0.400000,   9,  22,6417,"Contains_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Lower_Saxony_Germany,Lueneburg_(Region),T3)<-Contains_administrative_territorial_entity(Lower_Saxony_Germany,Lueneburg_(Region),T0)&inv_Located_in_the_administrative_territorial_entity(Lueneburg_(Region),Landkreis_Cuxhaven,T1)&inv_Contains_administrative_territorial_entity(Landkreis_Cuxhaven,Lueneburg_(Region),T2)"
0.156250,   2,  14,6417,"Contains_administrative_territorial_entity(X0,X2,T2)<-inv_Country(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X2,T1)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(History_Of_West_Germany,Lower_Saxony_Germany,T2)<-inv_Country(History_Of_West_Germany,Un/Locode:Degoe,T0)&inv_Contains_administrative_territorial_entity(Un/Locode:Degoe,Lower_Saxony_Germany,T1)"
0.066265,   5,  73,6417,"Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Country(X0,X1,T0)&Head_of_government(X1,X2,T1)&inv_Head_of_government(X2,X1,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(History_Of_West_Germany,Bavorsko,T3)<-inv_Country(History_Of_West_Germany,Bavorsko,T0)&Head_of_government(Bavorsko,Alfons_Goppel,T1)&inv_Head_of_government(Alfons_Goppel,Bavorsko,T2)"
0.048780,   1,  18,6417,"Contains_administrative_territorial_entity(X0,X3,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X3,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Lower_Saxony_Germany,Weser-Ems,T3)<-inv_Contains_administrative_territorial_entity(Lower_Saxony_Germany,History_Of_West_Germany,T0)&inv_Country(History_Of_West_Germany,Landkreis_Friesland,T1)&Located_in_the_administrative_territorial_entity(Landkreis_Friesland,Weser-Ems,T2)"
0.034305,   9, 257,6417,"Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Leoben_District,Hieflau,T3)<-inv_Located_in_the_administrative_territorial_entity(Leoben_District,Hieflau,T0)&Located_in_the_administrative_territorial_entity(Hieflau,Leoben_District,T1)&inv_Located_in_the_administrative_territorial_entity(Leoben_District,Hieflau,T2)"
0.022287,  44,1978,6417,"Contains_administrative_territorial_entity(X0,X1,T1)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)",Contains_administrative_territorial_entity,"Contains_administrative_territorial_entity(Murau_District,Sankt_Lorenzen_Bei_Scheifling,T1)<-inv_Located_in_the_administrative_territorial_entity(Murau_District,Sankt_Lorenzen_Bei_Scheifling,T0)"
1.000000,  15,  15,2679,"Spouse(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse,"Spouse(John_Forbes_Nash_Jr.,Alicia_Lardé,T3)<-Educated_at(John_Forbes_Nash_Jr.,Princeton_U,T0)&inv_Educated_at(Princeton_U,John_Forbes_Nash_Jr.,T1)&Spouse(John_Forbes_Nash_Jr.,Alicia_Lardé,T2)"
0.971429,  30,  31,2679,"Spouse(X0,X2,T3)<-inv_Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse,"Spouse(Cait,Linda_Thompson_Jenner,T3)<-inv_Spouse(Cait,Kris_Kardashian,T0)&Spouse(Kris_Kardashian,Cait,T1)&Spouse(Cait,Linda_Thompson_Jenner,T2)"
0.928731,1281,1379,2679,"Spouse(X0,X1,T1)<-Spouse(X0,X1,T0)",Spouse,"Spouse(Carl;_And_Cori_Gerty_Cori,Carl_Ferdinand_Cori,T1)<-Spouse(Carl;_And_Cori_Gerty_Cori,Carl_Ferdinand_Cori,T0)"
0.685497, 952,1389,2679,"Spouse(X0,X1,T1)<-inv_Spouse(X0,X1,T0)",Spouse,"Spouse(Betty_X,Malik_Shabazz,T1)<-inv_Spouse(Betty_X,Malik_Shabazz,T0)"
0.674736,1241,1839,2679,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",Spouse,"Spouse(Bo_Derek,Derek_Delevan_Harris,T3)<-Spouse(Bo_Derek,Derek_Delevan_Harris,T0)&inv_Spouse(Derek_Delevan_Harris,Bo_Derek,T1)&Spouse(Bo_Derek,Derek_Delevan_Harris,T2)"
0.662816, 936,1412,2679,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",Spouse,"Spouse(Spiro,Tilla_Durieux,T3)<-inv_Spouse(Spiro,Tilla_Durieux,T0)&inv_Spouse(Tilla_Durieux,Spiro,T1)&Spouse(Spiro,Tilla_Durieux,T2)"
0.658989, 908,1378,2679,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse,"Spouse(Eileen_Ryan,Leo_Penn,T3)<-Spouse(Eileen_Ryan,Leo_Penn,T0)&inv_Spouse(Leo_Penn,Eileen_Ryan,T1)&inv_Spouse(Eileen_Ryan,Leo_Penn,T2)"
0.656143, 925,1410,2679,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse,"Spouse(Betty_X,Malik_Shabazz,T3)<-Spouse(Betty_X,Malik_Shabazz,T0)&Spouse(Malik_Shabazz,Betty_X,T1)&inv_Spouse(Betty_X,Malik_Shabazz,T2)"
0.654477, 915,1398,2679,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse,"Spouse(Milorad_Pavić_(Writer),Jasmina_Mihajlovic,T3)<-inv_Spouse(Milorad_Pavić_(Writer),Jasmina_Mihajlovic,T0)&inv_Spouse(Jasmina_Mihajlovic,Milorad_Pavić_(Writer),T1)&inv_Spouse(Milorad_Pavić_(Writer),Jasmina_Mihajlovic,T2)"
0.646263, 884,1368,2679,"Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",Spouse,"Spouse(Stephen_Gyllenhaal,Naomi_Achs,T3)<-Spouse(Stephen_Gyllenhaal,Naomi_Achs,T0)&Spouse(Naomi_Achs,Stephen_Gyllenhaal,T1)&Spouse(Stephen_Gyllenhaal,Naomi_Achs,T2)"
0.490896, 903,1840,2679,"Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",Spouse,"Spouse(Jasmina_Mihajlovic,Milorad_Pavić_(Writer),T3)<-inv_Spouse(Jasmina_Mihajlovic,Milorad_Pavić_(Writer),T0)&Spouse(Milorad_Pavić_(Writer),Jasmina_Mihajlovic,T1)&inv_Spouse(Jasmina_Mihajlovic,Milorad_Pavić_(Writer),T2)"
0.437500,   3,   7,2679,"Spouse(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Spouse(X0,X2,T2)",Spouse,"Spouse(Harriet_Ruth_Harman_Qc_Mp,Jack_Dromy,T3)<-Position_held(Harriet_Ruth_Harman_Qc_Mp,Shadow_Secretary_Of_State_For_Work_And_Pensions,T0)&inv_Position_held(Shadow_Secretary_Of_State_For_Work_And_Pensions,Harriet_Ruth_Harman_Qc_Mp,T1)&Spouse(Harriet_Ruth_Harman_Qc_Mp,Jack_Dromy,T2)"
1.000000,   1,   1,10787,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X0,T1)&Country(X0,X1,T2)",Country,"Country(Beit_Hadassah,Palestine_National_Authority,T3)<-Located_in_the_administrative_territorial_entity(Beit_Hadassah,Palestine_National_Authority,T0)&inv_Country(Palestine_National_Authority,Beit_Hadassah,T1)&Country(Beit_Hadassah,Palestine_National_Authority,T2)"
1.000000,   2,   2,10787,"Country(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country,"Country(Rssr,Su_(Country),T3)<-Member_of(Rssr,Su_(Country),T0)&inv_Country(Su_(Country),Smolenskaya_Oblast'_Russia,T1)&Country(Smolenskaya_Oblast'_Russia,Su_(Country),T2)"
0.951501,1747,1836,10787,"Country(X0,X1,T1)<-Country(X0,X1,T0)",Country,"Country(Torzhok,Russia_(Empire),T1)<-Country(Torzhok,Russia_(Empire),T0)"
0.812500,  23,  28,10787,"Country(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Country(X0,X2,T2)",Country,"Country(Lida_Hrodna_Voblast,Su_(Country),T3)<-Located_in_the_administrative_territorial_entity(Lida_Hrodna_Voblast,Lida_District,T0)&inv_Located_in_the_administrative_territorial_entity(Lida_District,Lida_Hrodna_Voblast,T1)&Country(Lida_Hrodna_Voblast,Su_(Country),T2)"
0.763527, 168, 220,10787,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Capital_of(X1,X2,T1)&Country(X2,X1,T2)",Country,"Country(Миколаїв,Ucrania,T3)<-Country(Миколаїв,Ucrania,T0)&inv_Capital_of(Ucrania,Kiev/Kyiv,T1)&Country(Kiev/Kyiv,Ucrania,T2)"
0.752190, 265, 352,10787,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Country(X2,X1,T2)",Country,"Country(City_Of_Sevastopol,Su_(Country),T3)<-Country(City_Of_Sevastopol,Su_(Country),T0)&inv_Member_of(Su_(Country),Rssr,T1)&Country(Rssr,Su_(Country),T2)"
0.743967, 557, 749,10787,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Country,"Country(Yuzhno-Kurilsk,Su_(Country),T3)<-Country(Yuzhno-Kurilsk,Su_(Country),T0)&inv_Country_of_citizenship(Su_(Country),Hieromonk_Sampson_(Sievers),T1)&Country_of_citizenship(Hieromonk_Sampson_(Sievers),Su_(Country),T2)"
0.735433, 206, 280,10787,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Country(X2,X1,T2)",Country,"Country(Vörkuta,Rssr,T3)<-Country(Vörkuta,Rssr,T0)&inv_Located_in_the_administrative_territorial_entity(Rssr,Belgorodskaya_Oblast'_Russia,T1)&Country(Belgorodskaya_Oblast'_Russia,Rssr,T2)"
0.720058, 440, 611,10787,"Country(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Country(X0,X2,T2)",Country,"Country(Mittau,Letland,T3)<-Twinned_administrative_body(Mittau,Pernau,T0)&inv_Twinned_administrative_body(Pernau,Mittau,T1)&Country(Mittau,Letland,T2)"
0.699389, 757,1082,10787,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country,"Country(History_Of_Padua,P:I,T3)<-Country(History_Of_Padua,P:I,T0)&inv_Country(P:I,Città_Bassa,T1)&Country(Città_Bassa,P:I,T2)"
0.573480, 528, 921,10787,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Country,"Country(Симби́Рск,Оросын_Холбооны_Улс,T3)<-Country(Симби́Рск,Оросын_Холбооны_Улс,T0)&inv_Located_in_the_administrative_territorial_entity(Оросын_Холбооны_Улс,Kamchatka_Province,T1)&Located_in_the_administrative_territorial_entity(Kamchatka_Province,Оросын_Холбооны_Улс,T2)"
0.503185,  35,  69,10787,"Country(X0,X1,T3)<-Country(X0,X1,T0)&inv_Country(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Country,"Country(Buchach,Ucrania,T3)<-Country(Buchach,Ucrania,T0)&inv_Country(Ucrania,Kyiv_Province,T1)&Located_in_the_administrative_territorial_entity(Kyiv_Province,Ucrania,T2)"
0.118644,   3,  26,10787,"Country(X0,X3,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&Country(X2,X3,T2)",Country,"Country(Moskva,Russia_(Empire),T3)<-Instance_of(Moskva,City_(Kentucky),T0)&inv_Instance_of(City_(Kentucky),Mir_Belarus,T1)&Country(Mir_Belarus,Russia_(Empire),T2)"
0.103041, 100, 971,10787,"Country(X0,X1,T1)<-Capital_of(X0,X1,T0)",Country,"Country(Moskva,Su_(Country),T1)<-Capital_of(Moskva,Su_(Country),T0)"
0.081967,   2,  27,10787,"Country(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",Country,"Country(Minenburg,Belarusian_Soviet_Republic,T3)<-Instance_of(Minenburg,Hero_City,T0)&inv_Instance_of(Hero_City,Minenburg,T1)&Located_in_the_administrative_territorial_entity(Minenburg,Belarusian_Soviet_Republic,T2)"
0.066176,   4,  60,10787,"Country(X0,X1,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country,"Country(Bavorsko,History_Of_West_Germany,T3)<-inv_Contains_administrative_territorial_entity(Bavorsko,History_Of_West_Germany,T0)&inv_Country(History_Of_West_Germany,Landkreis_Friesland,T1)&Country(Landkreis_Friesland,History_Of_West_Germany,T2)"
0.023649,   6, 261,10787,"Country(X0,X2,T2)<-Country(X0,X1,T0)&Member_of(X1,X2,T1)",Country,"Country(Orenburg_Russia,Su_(Country),T2)<-Country(Orenburg_Russia,Rssr,T0)&Member_of(Rssr,Su_(Country),T1)"
0.021073,   5, 230,10787,"Country(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",Country,"Country(Minenburg,Belarusian_Soviet_Republic,T3)<-Located_in_the_administrative_territorial_entity(Minenburg,Belarusian_Soviet_Republic,T0)&inv_Located_in_the_administrative_territorial_entity(Belarusian_Soviet_Republic,Minenburg,T1)&Located_in_the_administrative_territorial_entity(Minenburg,Belarusian_Soviet_Republic,T2)"
0.008672,  17,1982,10787,"Country(X0,X1,T1)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)",Country,"Country(Kyiv_Province,Ukrssr,T1)<-Located_in_the_administrative_territorial_entity(Kyiv_Province,Ukrssr,T0)"
1.000000,   3,   3,20988,"Member_of(X0,X0,T2)<-Member_of(X0,X0,T0)&Member_of(X0,X0,T1)",Member_of,"Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T2)<-Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T0)&Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T1)"
0.969409,1844,1902,20988,"Member_of(X0,X1,T1)<-Member_of(X0,X1,T0)",Member_of,"Member_of(Football_Federation_Of_Sri_Lanka,Asian_Football_Confederation,T1)<-Member_of(Football_Federation_Of_Sri_Lanka,Asian_Football_Confederation,T0)"
0.833333,  20,  24,20988,"Member_of(X0,X2,T3)<-Member_of_political_party(X0,X1,T0)&inv_Member_of_political_party(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of,"Member_of(Roderich_Kiesewetter,Junge_Union_Deutschlands,T3)<-Member_of_political_party(Roderich_Kiesewetter,Christian_Democrati_Union,T0)&inv_Member_of_political_party(Christian_Democrati_Union,Roderich_Kiesewetter,T1)&Member_of(Roderich_Kiesewetter,Junge_Union_Deutschlands,T2)"
0.830000,  73,  88,20988,"Member_of(X0,X2,T3)<-Residence(X0,X1,T0)&inv_Residence(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of,"Member_of(Marietta_Shahinian,Writers'_Union,T3)<-Residence(Marietta_Shahinian,Moskva,T0)&inv_Residence(Moskva,Marietta_Shahinian,T1)&Member_of(Marietta_Shahinian,Writers'_Union,T2)"
0.792793,  39,  49,20988,"Member_of(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of,"Member_of(Mikhail_V._Lomonosov,The_Royal_Swedish_Academy_Of_Sciences,T3)<-Educated_at(Mikhail_V._Lomonosov,Slavonic-Greek-Latin_Academy,T0)&inv_Educated_at(Slavonic-Greek-Latin_Academy,Mikhail_V._Lomonosov,T1)&Member_of(Mikhail_V._Lomonosov,The_Royal_Swedish_Academy_Of_Sciences,T2)"
0.758403, 159, 210,20988,"Member_of(X0,X2,T3)<-inv_Country(X0,X1,T0)&Country(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of,"Member_of(Royaume-Uni,Maastricht_Upper_Area_Control_Centre,T3)<-inv_Country(Royaume-Uni,Nottinghamshire_England,T0)&Country(Nottinghamshire_England,Royaume-Uni,T1)&Member_of(Royaume-Uni,Maastricht_Upper_Area_Control_Centre,T2)"
0.752841, 117, 155,20988,"Member_of(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Member_of(X0,X2,T2)",Member_of,"Member_of(Iso_3166-1:Fr,Councils_Of_Europe,T3)<-Contains_administrative_territorial_entity(Iso_3166-1:Fr,Midi_Pyrenees,T0)&inv_Contains_administrative_territorial_entity(Midi_Pyrenees,Iso_3166-1:Fr,T1)&Member_of(Iso_3166-1:Fr,Councils_Of_Europe,T2)"
0.735294,  11,  15,20988,"Member_of(X0,X1,T3)<-Member_of(X0,X1,T0)&inv_Employer(X1,X2,T1)&Employer(X2,X1,T2)",Member_of,"Member_of(Giuseppe_Lodovico_Luigi_Lagrangia,The_Royal_Prussian_Academy_Of_Sciences,T3)<-Member_of(Giuseppe_Lodovico_Luigi_Lagrangia,The_Royal_Prussian_Academy_Of_Sciences,T0)&inv_Employer(The_Royal_Prussian_Academy_Of_Sciences,Theodore_Mommsen,T1)&Employer(Theodore_Mommsen,The_Royal_Prussian_Academy_Of_Sciences,T2)"
0.628061,1255,1998,20988,"Member_of(X0,X3,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Member_of(X2,X3,T2)",Member_of,"Member_of(Osterreichischer_Fussballbund,Fifa_Membership,T3)<-Member_of(Osterreichischer_Fussballbund,Union_Des_Associations_Européennes_De_Football,T0)&inv_Member_of(Union_Des_Associations_Européennes_De_Football,Fudbalski_Savez_Srbije,T1)&Member_of(Fudbalski_Savez_Srbije,Fifa_Membership,T2)"
0.536000,  59, 110,20988,"Member_of(X0,X3,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&Member_of(X2,X3,T2)",Member_of,"Member_of(Māoria,United_Nations,T3)<-Instance_of(Māoria,United_Nations_Member_States,T0)&inv_Instance_of(United_Nations_Member_States,Pakistani_Nation-State,T1)&Member_of(Pakistani_Nation-State,United_Nations,T2)"
0.400000,   1,   2,20988,"Member_of(X0,X0,T3)<-inv_Member_of(X0,X0,T0)&inv_Member_of(X0,X0,T1)&Member_of(X0,X0,T2)",Member_of,"Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T3)<-inv_Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T0)&inv_Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T1)&Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T2)"
1.000000,   2,   2, 210,"Head_of_government(X0,X2,T3)<-Country(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Bavorsko,Alfons_Goppel,T3)<-Country(Bavorsko,History_Of_West_Germany,T0)&Contains_administrative_territorial_entity(History_Of_West_Germany,Bavorsko,T1)&Head_of_government(Bavorsko,Alfons_Goppel,T2)"
1.000000,   2,   2, 210,"Head_of_government(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Bavorsko,Hans_Ehard,T3)<-Instance_of(Bavorsko,States_By_Country,T0)&inv_Instance_of(States_By_Country,Bavorsko,T1)&Head_of_government(Bavorsko,Hans_Ehard,T2)"
1.000000,   2,   2, 210,"Head_of_government(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Free_City_Of_Bremen,Hans_Koschnick,T3)<-Located_in_the_administrative_territorial_entity(Free_City_Of_Bremen,History_Of_West_Germany,T0)&inv_Located_in_the_administrative_territorial_entity(History_Of_West_Germany,Free_City_Of_Bremen,T1)&Head_of_government(Free_City_Of_Bremen,Hans_Koschnick,T2)"
1.000000,   1,   1, 210,"Head_of_government(X0,X2,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Bavorsko,Hans_Ehard,T3)<-inv_Contains_administrative_territorial_entity(Bavorsko,History_Of_West_Germany,T0)&inv_Country(History_Of_West_Germany,Bavorsko,T1)&Head_of_government(Bavorsko,Hans_Ehard,T2)"
0.852321, 178, 209, 210,"Head_of_government(X0,X1,T1)<-Head_of_government(X0,X1,T0)",Head_of_government,"Head_of_government(Tacheny,Kurt_Malangré,T1)<-Head_of_government(Tacheny,Kurt_Malangré,T0)"
0.829268,  15,  18, 210,"Head_of_government(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(History_Of_Braunschweig,Gerhard_Glogowski,T3)<-Country(History_Of_Braunschweig,Germanz,T0)&inv_Country(Germanz,History_Of_Braunschweig,T1)&Head_of_government(History_Of_Braunschweig,Gerhard_Glogowski,T2)"
0.800000,   7,   9, 210,"Head_of_government(X0,X2,T3)<-Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Bavorsko,Hans_Ehard,T3)<-Country(Bavorsko,History_Of_Germany_During_World_War_Ii,T0)&inv_Located_in_the_administrative_territorial_entity(History_Of_Germany_During_World_War_Ii,Bavorsko,T1)&Head_of_government(Bavorsko,Hans_Ehard,T2)"
0.765464, 131, 171, 210,"Head_of_government(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Berlim,Eberhard_Diepgen,T3)<-inv_Residence(Berlim,Elli_Ackermann,T0)&Residence(Elli_Ackermann,Berlim,T1)&Head_of_government(Berlim,Eberhard_Diepgen,T2)"
0.714286,   2,   3, 210,"Head_of_government(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Country(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Bavorsko,Alfons_Goppel,T3)<-Located_in_the_administrative_territorial_entity(Bavorsko,History_Of_West_Germany,T0)&inv_Country(History_Of_West_Germany,Bavorsko,T1)&Head_of_government(Bavorsko,Alfons_Goppel,T2)"
0.700000,   6,   9, 210,"Head_of_government(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Head_of_government(X0,X2,T2)",Head_of_government,"Head_of_government(Berlim,Eberhard_Diepgen,T3)<-inv_Twinned_administrative_body(Berlim,Budapest_(Hungary),T0)&inv_Twinned_administrative_body(Budapest_(Hungary),Berlim,T1)&Head_of_government(Berlim,Eberhard_Diepgen,T2)"
