lift_score,conviction_score,confidence_score,rule_support,body_support,rule,head_rel
517.795597,0.999334,0.345912,  55, 159,"Express_intent_to_provide_military_aid(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&Express_intent_to_provide_material_aid(X0,X2,T2)",Express_intent_to_provide_military_aid
517.489791,0.999334,0.345708, 149, 431,"Express_intent_to_provide_military_aid(X0,X1,T3)<-Retreat_or_surrender_militarily(X0,X1,T0)&Host_a_visit(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Express_intent_to_provide_military_aid
514.202290,0.999334,0.343511, 135, 393,"Express_intent_to_provide_military_aid(X0,X1,T3)<-Express_intent_to_provide_military_aid(X0,X1,T0)&Use_conventional_military_force(X1,X2,T1)&inv_Use_conventional_military_force(X2,X1,T2)",Express_intent_to_provide_military_aid
498.966667,0.999334,0.333333,   1,   3,"Express_intent_to_provide_military_aid(X0,X1,T1)<-Demobilize_armed_forces(X0,X1,T0)",Express_intent_to_provide_military_aid
453.606061,0.999334,0.303030,  10,  33,"Express_intent_to_provide_military_aid(X0,X1,T3)<-Mobilize_or_increase_armed_forces(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&inv_Consult(X2,X1,T2)",Express_intent_to_provide_military_aid
425.255682,0.999334,0.284091,  25,  88,"Express_intent_to_provide_military_aid(X0,X1,T1)<-Provide_military_aid(X0,X1,T0)",Express_intent_to_provide_military_aid
412.189855,0.999334,0.275362,  76, 276,"Express_intent_to_provide_military_aid(X0,X1,T3)<-Express_intent_to_provide_military_aid(X0,X1,T0)&inv_Use_unconventional_violence(X1,X2,T1)&inv_Use_conventional_military_force(X2,X1,T2)",Express_intent_to_provide_military_aid
388.085185,0.999334,0.259259,  14,  54,"Express_intent_to_provide_military_aid(X0,X1,T1)<-Retreat_or_surrender_militarily(X0,X1,T0)",Express_intent_to_provide_military_aid
386.296774,0.999334,0.258065,   8,  31,"Express_intent_to_provide_military_aid(X0,X1,T3)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)&inv_Conduct_suicide,_car,_or_other_non-military_bombing(X1,X2,T1)&inv_Use_conventional_military_force(X2,X1,T2)",Express_intent_to_provide_military_aid
374.225000,0.999334,0.250000,   2,   8,"Express_intent_to_provide_military_aid(X0,X2,T3)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X0,T1)&Mobilize_or_increase_armed_forces(X0,X2,T2)",Express_intent_to_provide_military_aid
374.225000,0.999334,0.250000,   9,  36,"Express_intent_to_provide_military_aid(X0,X1,T3)<-Sign_formal_agreement(X0,X1,T0)&inv_Use_unconventional_violence(X1,X2,T1)&Carry_out_suicide_bombing(X2,X1,T2)",Express_intent_to_provide_military_aid
787.842105,0.999369,0.500000,   1,   2,"Consider_policy_option(X0,X1,T3)<-Make_an_appeal_or_request(X0,X1,T0)&Consult(X1,X0,T1)&Consider_policy_option(X0,X1,T2)",Consider_policy_option
525.228070,0.999368,0.333333,   2,   6,"Consider_policy_option(X0,X2,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Reduce_or_break_diplomatic_relations(X1,X0,T1)&Consider_policy_option(X0,X2,T2)",Consider_policy_option
393.921053,0.999367,0.250000,   4,  16,"Consider_policy_option(X0,X1,T3)<-Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T0)&inv_Accuse(X1,X0,T1)&Reduce_relations(X0,X1,T2)",Consider_policy_option
594.007937,0.999441,0.333333,   2,   6,"Express_intent_to_cooperate_economically(X0,X2,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&inv_Express_intent_to_cooperate_economically(X0,X2,T2)",Express_intent_to_cooperate_economically
594.007937,0.999441,0.333333,   1,   3,"Express_intent_to_cooperate_economically(X0,X3,T3)<-inv_Use_conventional_military_force(X0,X1,T0)&inv_Give_ultimatum(X1,X2,T1)&Make_optimistic_comment(X2,X3,T2)",Express_intent_to_cooperate_economically
534.607143,0.999441,0.300000,   6,  20,"Express_intent_to_cooperate_economically(X0,X2,T3)<-Meet_at_a_'third'_location(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Express_intent_to_cooperate_economically(X0,X2,T2)",Express_intent_to_cooperate_economically
486.006494,0.999441,0.272727,   3,  11,"Express_intent_to_cooperate_economically(X0,X2,T3)<-Demand(X0,X1,T0)&inv_Make_statement(X1,X0,T1)&Express_intent_to_cooperate_economically(X0,X2,T2)",Express_intent_to_cooperate_economically
464.068700,0.999441,0.260417,  25,  96,"Express_intent_to_cooperate_economically(X0,X3,T3)<-inv_Threaten_non-force(X0,X1,T0)&inv_Accuse(X1,X2,T1)&Provide_aid(X2,X3,T2)",Express_intent_to_cooperate_economically
1803.493976,0.000000,1.000000,   1,   1,"Threaten_with_military_force(X0,X1,T1)<-Carry_out_roadside_bombing(X0,X1,T0)",Threaten_with_military_force
1803.493976,0.000000,1.000000,   1,   1,"Threaten_with_military_force(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Reject(X1,X0,T1)&inv_Investigate(X0,X1,T2)",Threaten_with_military_force
1803.493976,0.000000,1.000000,   6,   6,"Threaten_with_military_force(X0,X1,T3)<-Threaten_to_reduce_or_stop_aid(X0,X1,T0)&inv_fight_with_artillery_and_tanks(X1,X2,T1)&fight_with_artillery_and_tanks(X2,X1,T2)",Threaten_with_military_force
1218.577011,0.999450,0.675676,  25,  37,"Threaten_with_military_force(X0,X1,T3)<-Threaten_with_military_force(X0,X1,T0)&inv_Abduct,_hijack,_or_take_hostage(X1,X0,T1)&Threaten_with_military_force(X0,X1,T2)",Threaten_with_military_force
901.746988,0.999449,0.500000,   1,   2,"Threaten_with_military_force(X0,X1,T3)<-inv_Demand(X0,X1,T0)&fight_with_small_arms_and_light_weapons(X1,X0,T1)&inv_Expel_or_deport_individuals(X0,X1,T2)",Threaten_with_military_force
886.964250,0.999449,0.491803,  30,  61,"Threaten_with_military_force(X0,X1,T1)<-Obstruct_passage,_block(X0,X1,T0)",Threaten_with_military_force
772.925990,0.999448,0.428571,   3,   7,"Threaten_with_military_force(X0,X1,T3)<-Reject(X0,X1,T0)&inv_Protest_violently,_riot(X1,X2,T1)&Impose_restrictions_on_political_freedoms(X2,X1,T2)",Threaten_with_military_force
751.455823,0.999448,0.416667,   5,  12,"Threaten_with_military_force(X0,X1,T3)<-Demonstrate_or_rally(X0,X1,T0)&inv_Obstruct_passage,_block(X1,X0,T1)&Make_statement(X0,X1,T2)",Threaten_with_military_force
721.397590,0.999448,0.400000,   2,   5,"Threaten_with_military_force(X0,X1,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&Expel_or_deport_individuals(X1,X0,T1)&inv_Investigate(X0,X1,T2)",Threaten_with_military_force
601.164659,0.999448,0.333333,   1,   3,"Threaten_with_military_force(X0,X2,T3)<-Demand(X0,X1,T0)&inv_Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X1,X0,T1)&Obstruct_passage,_block(X0,X2,T2)",Threaten_with_military_force
601.164659,0.999448,0.333333,   1,   3,"Threaten_with_military_force(X0,X2,T3)<-Express_intent_to_settle_dispute(X0,X1,T0)&inv_Demand_de-escalation_of_military_engagement(X1,X0,T1)&Threaten_with_military_force(X0,X2,T2)",Threaten_with_military_force
543.221077,0.999448,0.301205,  25,  83,"Threaten_with_military_force(X0,X1,T1)<-Threaten_with_military_force(X0,X1,T0)",Threaten_with_military_force
1701.022727,0.000000,1.000000,   1,   1,"Provide_military_aid(X0,X2,T2)<-Provide_military_aid(X0,X1,T0)&Express_intent_to_provide_military_protection_or_peacekeeping(X1,X2,T1)",Provide_military_aid
1701.022727,0.000000,1.000000,   1,   1,"Provide_military_aid(X0,X3,T3)<-Reject(X0,X1,T0)&Make_an_appeal_or_request(X1,X2,T1)&inv_Express_intent_to_provide_military_protection_or_peacekeeping(X2,X3,T2)",Provide_military_aid
1701.022727,0.000000,1.000000,   1,   1,"Provide_military_aid(X0,X2,T3)<-inv_Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&Discuss_by_telephone(X1,X0,T1)&Provide_military_aid(X0,X2,T2)",Provide_military_aid
1701.022727,0.000000,1.000000,   4,   4,"Provide_military_aid(X0,X1,T3)<-Provide_military_aid(X0,X1,T0)&inv_Express_intent_to_provide_military_aid(X1,X0,T1)&Express_intent_to_provide_economic_aid(X0,X1,T2)",Provide_military_aid
1275.767045,0.999417,0.750000,  12,  16,"Provide_military_aid(X0,X1,T3)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)&Arrest,_detain,_or_charge_with_legal_action(X1,X2,T1)&inv_Employ_aerial_weapons(X2,X1,T2)",Provide_military_aid
1171.815657,0.999417,0.688889,  31,  45,"Provide_military_aid(X0,X1,T3)<-Provide_military_aid(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&inv_Use_conventional_military_force(X2,X1,T2)",Provide_military_aid
1161.674058,0.999417,0.682927,  28,  41,"Provide_military_aid(X0,X2,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X0,T1)&Provide_military_protection_or_peacekeeping(X0,X2,T2)",Provide_military_aid
1134.015152,0.999417,0.666667,   2,   3,"Provide_military_aid(X0,X1,T3)<-Retreat_or_surrender_militarily(X0,X1,T0)&inv_Occupy_territory(X1,X2,T1)&Impose_administrative_sanctions(X2,X1,T2)",Provide_military_aid
1026.479232,0.999416,0.603448,  70, 116,"Provide_military_aid(X0,X2,T3)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)&inv_Engage_in_diplomatic_cooperation(X1,X0,T1)&Provide_military_protection_or_peacekeeping(X0,X2,T2)",Provide_military_aid
898.653516,0.999416,0.528302,  28,  53,"Provide_military_aid(X0,X3,T3)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X2,T1)&Express_intent_to_provide_military_protection_or_peacekeeping(X2,X3,T2)",Provide_military_aid
850.511364,0.999415,0.500000,   7,  14,"Provide_military_aid(X0,X2,T3)<-Make_an_appeal_or_request(X0,X1,T0)&inv_Deny_responsibility(X1,X0,T1)&Provide_military_aid(X0,X2,T2)",Provide_military_aid
850.511364,0.999415,0.500000,   1,   2,"Provide_military_aid(X0,X3,T3)<-inv_Make_statement(X0,X1,T0)&Praise_or_endorse(X1,X2,T1)&inv_Express_intent_to_engage_in_material_cooperation(X2,X3,T2)",Provide_military_aid
803.260732,0.999415,0.472222,  17,  36,"Provide_military_aid(X0,X2,T3)<-inv_Make_a_visit(X0,X1,T0)&Engage_in_diplomatic_cooperation(X1,X0,T1)&Provide_military_aid(X0,X2,T2)",Provide_military_aid
680.409091,0.999415,0.400000,   2,   5,"Provide_military_aid(X0,X1,T1)<-Express_intent_to_provide_military_protection_or_peacekeeping(X0,X1,T0)",Provide_military_aid
680.409091,0.999415,0.400000,   2,   5,"Provide_military_aid(X0,X1,T3)<-Express_intent_to_provide_material_aid(X0,X1,T0)&inv_Make_statement(X1,X2,T1)&Consider_policy_option(X2,X1,T2)",Provide_military_aid
663.398864,0.999415,0.390000,  39, 100,"Provide_military_aid(X0,X1,T1)<-Express_intent_to_provide_military_aid(X0,X1,T0)",Provide_military_aid
626.692584,0.999415,0.368421,   7,  19,"Provide_military_aid(X0,X2,T3)<-Express_intent_to_meet_or_negotiate(X0,X1,T0)&Express_intent_to_meet_or_negotiate(X1,X0,T1)&inv_Receive_deployment_of_peacekeepers(X0,X2,T2)",Provide_military_aid
579.894112,0.999414,0.340909,  30,  88,"Provide_military_aid(X0,X1,T1)<-Provide_military_aid(X0,X1,T0)",Provide_military_aid
567.007576,0.999414,0.333333,  10,  30,"Provide_military_aid(X0,X1,T1)<-inv_Receive_deployment_of_peacekeepers(X0,X1,T0)",Provide_military_aid
546.757305,0.999414,0.321429,   9,  28,"Provide_military_aid(X0,X1,T1)<-Provide_military_protection_or_peacekeeping(X0,X1,T0)",Provide_military_aid
507.829601,0.999414,0.298544, 123, 412,"Provide_military_aid(X0,X1,T3)<-Retreat_or_surrender_militarily(X0,X1,T0)&inv_Make_a_visit(X1,X2,T1)&inv_Host_a_visit(X2,X1,T2)",Provide_military_aid
453.606061,0.999414,0.266667,   4,  15,"Provide_military_aid(X0,X2,T2)<-Express_intent_to_provide_military_protection_or_peacekeeping(X0,X1,T0)&inv_Express_intent_to_provide_military_protection_or_peacekeeping(X1,X2,T1)",Provide_military_aid
1825.487805,0.000000,1.000000,  17,  17,"Engage_in_material_cooperation(X0,X1,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&inv_Physically_assault(X1,X0,T1)&Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T2)",Engage_in_material_cooperation
1825.487805,0.000000,1.000000,  10,  10,"Engage_in_material_cooperation(X0,X1,T3)<-inv_Accuse(X0,X1,T0)&inv_Physically_assault(X1,X0,T1)&Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T2)",Engage_in_material_cooperation
1825.487805,0.000000,1.000000,   1,   1,"Engage_in_material_cooperation(X0,X1,T3)<-inv_Use_unconventional_violence(X0,X1,T0)&Demand_rights(X1,X2,T1)&inv_Demand(X2,X1,T2)",Engage_in_material_cooperation
1825.487805,0.000000,1.000000,   1,   1,"Engage_in_material_cooperation(X0,X1,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&inv_Carry_out_suicide_bombing(X1,X2,T1)&fight_with_small_arms_and_light_weapons(X2,X1,T2)",Engage_in_material_cooperation
912.743902,0.999456,0.500000,   1,   2,"Engage_in_material_cooperation(X0,X2,T2)<-inv_Appeal_for_policy_change(X0,X1,T0)&Physically_assault(X1,X2,T1)",Engage_in_material_cooperation
680.083692,0.999455,0.372549,  19,  51,"Engage_in_material_cooperation(X0,X1,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&inv_Engage_in_symbolic_act(X1,X2,T1)&Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X2,X1,T2)",Engage_in_material_cooperation
608.495935,0.999454,0.333333,   1,   3,"Engage_in_material_cooperation(X0,X1,T3)<-inv_fight_with_small_arms_and_light_weapons(X0,X1,T0)&Threaten(X1,X2,T1)&inv_Demand_change_in_leadership(X2,X1,T2)",Engage_in_material_cooperation
553.178123,0.999454,0.303030,  10,  33,"Engage_in_material_cooperation(X0,X1,T3)<-Provide_humanitarian_aid(X0,X1,T0)&inv_fight_with_small_arms_and_light_weapons(X1,X0,T1)&Provide_humanitarian_aid(X0,X1,T2)",Engage_in_material_cooperation
1178.435100,0.999384,0.732143,  41,  56,"Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X2,T3)<-inv_Impose_embargo,_boycott,_or_sanctions(X0,X1,T0)&Refuse_to_ease_economic_sanctions,_boycott,_or_embargo(X1,X0,T1)&Reject(X0,X2,T2)","Reject_proposal_to_meet,_discuss,_or_negotiate"
1073.046595,0.999383,0.666667,   2,   3,"Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T3)<-Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T0)&inv_Demonstrate_or_rally(X1,X2,T1)&inv_Consult(X2,X1,T2)","Reject_proposal_to_meet,_discuss,_or_negotiate"
965.741935,0.999383,0.600000,  12,  20,"Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T3)<-Reject(X0,X1,T0)&inv_Seize_or_damage_property(X1,X2,T1)&Confiscate_property(X2,X1,T2)","Reject_proposal_to_meet,_discuss,_or_negotiate"
894.205496,0.999382,0.555556,   5,   9,"Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T3)<-Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X1,T0)&inv_Reject_plan,_agreement_to_settle_dispute(X1,X0,T1)&inv_Engage_in_diplomatic_cooperation(X0,X1,T2)","Reject_proposal_to_meet,_discuss,_or_negotiate"
804.784946,0.999382,0.500000,   1,   2,"Reject_proposal_to_meet,_discuss,_or_negotiate(X0,X2,T3)<-inv_Accuse_of_crime,_corruption(X0,X1,T0)&Make_optimistic_comment(X1,X0,T1)&inv_Engage_in_negotiation(X0,X2,T2)","Reject_proposal_to_meet,_discuss,_or_negotiate"
1969.605263,0.000000,1.000000,   1,   1,"Employ_aerial_weapons(X0,X1,T3)<-inv_Express_accord(X0,X1,T0)&Use_unconventional_violence(X1,X2,T1)&inv_Occupy_territory(X2,X1,T2)",Employ_aerial_weapons
1969.605263,0.000000,1.000000,   3,   3,"Employ_aerial_weapons(X0,X2,T3)<-inv_Use_unconventional_violence(X0,X1,T0)&Mobilize_or_increase_armed_forces(X1,X0,T1)&inv_fight_with_small_arms_and_light_weapons(X0,X2,T2)",Employ_aerial_weapons
1488.835475,0.999497,0.755906,  96, 127,"Employ_aerial_weapons(X0,X1,T3)<-Employ_aerial_weapons(X0,X1,T0)&inv_Employ_aerial_weapons(X1,X0,T1)&Use_conventional_military_force(X0,X1,T2)",Employ_aerial_weapons
1477.203947,0.999497,0.750000,   9,  12,"Employ_aerial_weapons(X0,X2,T3)<-inv_Mobilize_or_increase_armed_forces(X0,X1,T0)&inv_Express_intent_to_provide_military_aid(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
1432.440191,0.999497,0.727273,   8,  11,"Employ_aerial_weapons(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&Appeal_for_diplomatic_cooperation_(such_as_policy_support)(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
1406.860902,0.999497,0.714286,   5,   7,"Employ_aerial_weapons(X0,X1,T3)<-Sign_formal_agreement(X0,X1,T0)&inv_Make_an_appeal_or_request(X1,X2,T1)&Use_unconventional_violence(X2,X1,T2)",Employ_aerial_weapons
1354.103618,0.999497,0.687500,  11,  16,"Employ_aerial_weapons(X0,X1,T3)<-inv_Receive_deployment_of_peacekeepers(X0,X1,T0)&inv_Provide_military_protection_or_peacekeeping(X1,X0,T1)&Employ_aerial_weapons(X0,X1,T2)",Employ_aerial_weapons
1277.581792,0.999497,0.648649,  24,  37,"Employ_aerial_weapons(X0,X2,T3)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)&inv_Engage_in_diplomatic_cooperation(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
1148.936404,0.999496,0.583333,  14,  24,"Employ_aerial_weapons(X0,X2,T3)<-Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&inv_Arrest,_detain,_or_charge_with_legal_action(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
1038.519139,0.999496,0.527273,  58, 110,"Employ_aerial_weapons(X0,X2,T3)<-inv_Provide_military_aid(X0,X1,T0)&Make_optimistic_comment(X1,X0,T1)&inv_Use_unconventional_violence(X0,X2,T2)",Employ_aerial_weapons
1025.273973,0.999496,0.520548, 266, 511,"Employ_aerial_weapons(X0,X2,T3)<-inv_Mobilize_or_increase_armed_forces(X0,X1,T0)&Mobilize_or_increase_armed_forces(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
998.293079,0.999496,0.506849, 111, 219,"Employ_aerial_weapons(X0,X2,T3)<-Demand_military_aid(X0,X1,T0)&inv_Demand_military_aid(X1,X0,T1)&inv_Occupy_territory(X0,X2,T2)",Employ_aerial_weapons
925.477172,0.999495,0.469880,  39,  83,"Employ_aerial_weapons(X0,X2,T3)<-inv_Make_a_visit(X0,X1,T0)&inv_Host_a_visit(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
919.149123,0.999495,0.466667,  14,  30,"Employ_aerial_weapons(X0,X2,T3)<-inv_Rally_support_on_behalf_of(X0,X1,T0)&Praise_or_endorse(X1,X0,T1)&inv_Use_unconventional_violence(X0,X2,T2)",Employ_aerial_weapons
917.350397,0.999495,0.465753,  34,  73,"Employ_aerial_weapons(X0,X2,T3)<-inv_Meet_at_a_'third'_location(X0,X1,T0)&inv_Meet_at_a_'third'_location(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
829.307479,0.999495,0.421053,  32,  76,"Employ_aerial_weapons(X0,X1,T1)<-Employ_aerial_weapons(X0,X1,T0)",Employ_aerial_weapons
787.842105,0.999495,0.400000,   6,  15,"Employ_aerial_weapons(X0,X2,T3)<-Consult(X0,X1,T0)&Consult(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
725.365379,0.999495,0.368280, 137, 372,"Employ_aerial_weapons(X0,X1,T3)<-inv_Conduct_suicide,_car,_or_other_non-military_bombing(X0,X1,T0)&Occupy_territory(X1,X0,T1)&inv_Occupy_territory(X0,X1,T2)",Employ_aerial_weapons
716.220096,0.999495,0.363636,  12,  33,"Employ_aerial_weapons(X0,X2,T3)<-inv_Demand_change_in_institutions,_regime(X0,X1,T0)&Make_statement(X1,X0,T1)&Use_conventional_military_force(X0,X2,T2)",Employ_aerial_weapons
687.798663,0.999495,0.349206,  22,  63,"Employ_aerial_weapons(X0,X1,T3)<-Provide_military_protection_or_peacekeeping(X0,X1,T0)&inv_Criticize_or_denounce(X1,X2,T1)&Make_statement(X2,X1,T2)",Employ_aerial_weapons
656.535088,0.999495,0.333333,   1,   3,"Employ_aerial_weapons(X0,X2,T3)<-Threaten(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&inv_Occupy_territory(X0,X2,T2)",Employ_aerial_weapons
617.168380,0.999494,0.313346, 162, 517,"Employ_aerial_weapons(X0,X1,T3)<-Employ_aerial_weapons(X0,X1,T0)&inv_Threaten(X1,X2,T1)&Threaten(X2,X1,T2)",Employ_aerial_weapons
595.462056,0.999494,0.302326,  26,  86,"Employ_aerial_weapons(X0,X1,T1)<-inv_Conduct_suicide,_car,_or_other_non-military_bombing(X0,X1,T0)",Employ_aerial_weapons
581.928828,0.999494,0.295455,  65, 220,"Employ_aerial_weapons(X0,X1,T1)<-inv_Occupy_territory(X0,X1,T0)",Employ_aerial_weapons
556.627574,0.999494,0.282609,  13,  46,"Employ_aerial_weapons(X0,X2,T3)<-inv_Provide_military_protection_or_peacekeeping(X0,X1,T0)&inv_Receive_deployment_of_peacekeepers(X1,X0,T1)&inv_fight_with_small_arms_and_light_weapons(X0,X2,T2)",Employ_aerial_weapons
492.401316,0.999494,0.250000,   1,   4,"Employ_aerial_weapons(X0,X2,T2)<-Reject_plan,_agreement_to_settle_dispute(X0,X1,T0)&inv_Mediate(X1,X2,T1)",Employ_aerial_weapons
492.401316,0.999494,0.250000,   2,   8,"Employ_aerial_weapons(X0,X2,T3)<-inv_Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&Make_statement(X1,X0,T1)&Employ_aerial_weapons(X0,X2,T2)",Employ_aerial_weapons
1848.024691,0.000000,1.000000,   1,   1,"Express_intent_to_provide_material_aid(X0,X2,T2)<-inv_Engage_in_diplomatic_cooperation(X0,X1,T0)&Impose_state_of_emergency_or_martial_law(X1,X2,T1)",Express_intent_to_provide_material_aid
1446.280193,0.999464,0.782609,  18,  23,"Express_intent_to_provide_material_aid(X0,X2,T3)<-Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0)&Cooperate_militarily(X1,X0,T1)&Express_intent_to_provide_economic_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
1056.014109,0.999463,0.571429,   8,  14,"Express_intent_to_provide_material_aid(X0,X2,T3)<-inv_Consult(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&Provide_humanitarian_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
924.012346,0.999462,0.500000,   1,   2,"Express_intent_to_provide_material_aid(X0,X2,T3)<-Demand(X0,X1,T0)&inv_Use_unconventional_violence(X1,X0,T1)&Express_intent_to_provide_material_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
924.012346,0.999462,0.500000,   1,   2,"Express_intent_to_provide_material_aid(X0,X2,T3)<-Make_statement(X0,X1,T0)&inv_Express_intent_to_meet_or_negotiate(X1,X0,T1)&Express_intent_to_provide_material_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
890.411897,0.999462,0.481818, 159, 330,"Express_intent_to_provide_material_aid(X0,X2,T3)<-Host_a_visit(X0,X1,T0)&Make_a_visit(X1,X0,T1)&Express_intent_to_provide_economic_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
851.540789,0.999462,0.460784,  47, 102,"Express_intent_to_provide_material_aid(X0,X2,T3)<-inv_Express_intent_to_meet_or_negotiate(X0,X1,T0)&inv_Host_a_visit(X1,X0,T1)&Provide_humanitarian_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
831.611111,0.999462,0.450000,   9,  20,"Express_intent_to_provide_material_aid(X0,X1,T3)<-Express_intent_to_provide_military_aid(X0,X1,T0)&Make_statement(X1,X2,T1)&fight_with_small_arms_and_light_weapons(X2,X1,T2)",Express_intent_to_provide_material_aid
778.115660,0.999462,0.421053,   8,  19,"Express_intent_to_provide_material_aid(X0,X1,T3)<-Express_intent_to_provide_material_aid(X0,X1,T0)&inv_Provide_military_aid(X1,X0,T1)&Express_intent_to_provide_material_aid(X0,X1,T2)",Express_intent_to_provide_material_aid
749.033264,0.999462,0.405316, 122, 301,"Express_intent_to_provide_material_aid(X0,X2,T3)<-inv_Make_a_visit(X0,X1,T0)&inv_Host_a_visit(X1,X0,T1)&Provide_humanitarian_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
744.343278,0.999462,0.402778,  29,  72,"Express_intent_to_provide_material_aid(X0,X2,T3)<-inv_Engage_in_negotiation(X0,X1,T0)&inv_Engage_in_negotiation(X1,X0,T1)&inv_Receive_deployment_of_peacekeepers(X0,X2,T2)",Express_intent_to_provide_material_aid
739.209877,0.999462,0.400000,   4,  10,"Express_intent_to_provide_material_aid(X0,X2,T3)<-inv_Sign_formal_agreement(X0,X1,T0)&inv_Provide_aid(X1,X0,T1)&Express_intent_to_provide_material_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
641.675240,0.999461,0.347222,  25,  72,"Express_intent_to_provide_material_aid(X0,X1,T3)<-inv_Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0)&Ease_administrative_sanctions(X1,X2,T1)&inv_Reject(X2,X1,T2)",Express_intent_to_provide_material_aid
625.786139,0.999461,0.338624,  64, 189,"Express_intent_to_provide_material_aid(X0,X2,T3)<-inv_Make_statement(X0,X1,T0)&Make_statement(X1,X0,T1)&Provide_humanitarian_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
616.008230,0.999461,0.333333,   1,   3,"Express_intent_to_provide_material_aid(X0,X1,T3)<-Express_intent_to_provide_material_aid(X0,X1,T0)&inv_Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)(X1,X2,T1)&inv_Appeal_for_intelligence(X2,X1,T2)",Express_intent_to_provide_material_aid
570.377991,0.999461,0.308642,  25,  81,"Express_intent_to_provide_material_aid(X0,X1,T1)<-Express_intent_to_provide_material_aid(X0,X1,T0)",Express_intent_to_provide_material_aid
554.407407,0.999461,0.300000,   6,  20,"Express_intent_to_provide_material_aid(X0,X2,T3)<-inv_Criticize_or_denounce(X0,X1,T0)&inv_Demand(X1,X0,T1)&Express_intent_to_provide_material_aid(X0,X2,T2)",Express_intent_to_provide_material_aid
528.007055,0.999461,0.285714,   2,   7,"Express_intent_to_provide_material_aid(X0,X1,T3)<-Demand(X0,X1,T0)&Make_statement(X1,X2,T1)&Occupy_territory(X2,X1,T2)",Express_intent_to_provide_material_aid
